Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_002901205.1		Primary Assembly	Un			PDCF01010856.1	Chromosome		NW_019777500.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010857.1	Chromosome		NW_019777501.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010858.1	Chromosome		NW_019777502.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010859.1	Chromosome		NW_019777503.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010860.1	Chromosome		NW_019777504.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010861.1	Chromosome		NW_019777505.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010862.1	Chromosome		NW_019777506.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010863.1	Chromosome		NW_019777507.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010864.1	Chromosome		NW_019777508.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01001091.1	Chromosome		NW_019777509.1	unplaced-scaffold	14773		
GCF_002901205.1		Primary Assembly	Un			PDCF01010865.1	Chromosome		NW_019777510.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010866.1	Chromosome		NW_019777511.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010867.1	Chromosome		NW_019777512.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010868.1	Chromosome		NW_019777513.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010869.1	Chromosome		NW_019777514.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010870.1	Chromosome		NW_019777515.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010871.1	Chromosome		NW_019777516.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010872.1	Chromosome		NW_019777517.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010873.1	Chromosome		NW_019777518.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01010874.1	Chromosome		NW_019777519.1	unplaced-scaffold	2331		
GCF_002901205.1		Primary Assembly	Un			PDCF01001092.1	Chromosome		NW_019777520.1	unplaced-scaffold	14749		
GCF_002901205.1		Primary Assembly	Un			PDCF01010875.1	Chromosome		NW_019777521.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010876.1	Chromosome		NW_019777522.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010877.1	Chromosome		NW_019777523.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010878.1	Chromosome		NW_019777524.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010879.1	Chromosome		NW_019777525.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010880.1	Chromosome		NW_019777526.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010881.1	Chromosome		NW_019777527.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010882.1	Chromosome		NW_019777528.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010883.1	Chromosome		NW_019777529.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010884.1	Chromosome		NW_019777530.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01001093.1	Chromosome		NW_019777531.1	unplaced-scaffold	14739		
GCF_002901205.1		Primary Assembly	Un			PDCF01010885.1	Chromosome		NW_019777532.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010886.1	Chromosome		NW_019777533.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010887.1	Chromosome		NW_019777534.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010888.1	Chromosome		NW_019777535.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010889.1	Chromosome		NW_019777536.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010890.1	Chromosome		NW_019777537.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010891.1	Chromosome		NW_019777538.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010892.1	Chromosome		NW_019777539.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010893.1	Chromosome		NW_019777540.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010894.1	Chromosome		NW_019777541.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01001094.1	Chromosome		NW_019777542.1	unplaced-scaffold	11835		
GCF_002901205.1		Primary Assembly	Un			PDCF01010895.1	Chromosome		NW_019777543.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010896.1	Chromosome		NW_019777544.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010897.1	Chromosome		NW_019777545.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010898.1	Chromosome		NW_019777546.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010899.1	Chromosome		NW_019777547.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010900.1	Chromosome		NW_019777548.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010901.1	Chromosome		NW_019777549.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010902.1	Chromosome		NW_019777550.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010903.1	Chromosome		NW_019777551.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010904.1	Chromosome		NW_019777552.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01001095.1	Chromosome		NW_019777553.1	unplaced-scaffold	14732		
GCF_002901205.1		Primary Assembly	Un			PDCF01010905.1	Chromosome		NW_019777554.1	unplaced-scaffold	2330		
GCF_002901205.1		Primary Assembly	Un			PDCF01010906.1	Chromosome		NW_019777555.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010907.1	Chromosome		NW_019777556.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010908.1	Chromosome		NW_019777557.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010909.1	Chromosome		NW_019777558.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010910.1	Chromosome		NW_019777559.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010911.1	Chromosome		NW_019777560.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010912.1	Chromosome		NW_019777561.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010913.1	Chromosome		NW_019777562.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010914.1	Chromosome		NW_019777563.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01001096.1	Chromosome		NW_019777564.1	unplaced-scaffold	14687		
GCF_002901205.1		Primary Assembly	Un			PDCF01010915.1	Chromosome		NW_019777565.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010916.1	Chromosome		NW_019777566.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010917.1	Chromosome		NW_019777567.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010918.1	Chromosome		NW_019777568.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010919.1	Chromosome		NW_019777569.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010920.1	Chromosome		NW_019777570.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010921.1	Chromosome		NW_019777571.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010922.1	Chromosome		NW_019777572.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010923.1	Chromosome		NW_019777573.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010924.1	Chromosome		NW_019777574.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01001097.1	Chromosome		NW_019777575.1	unplaced-scaffold	14676		
GCF_002901205.1		Primary Assembly	Un			PDCF01010925.1	Chromosome		NW_019777576.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010926.1	Chromosome		NW_019777577.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010927.1	Chromosome		NW_019777578.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010928.1	Chromosome		NW_019777579.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010929.1	Chromosome		NW_019777580.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010930.1	Chromosome		NW_019777581.1	unplaced-scaffold	2329		
GCF_002901205.1		Primary Assembly	Un			PDCF01010931.1	Chromosome		NW_019777582.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010932.1	Chromosome		NW_019777583.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010933.1	Chromosome		NW_019777584.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010934.1	Chromosome		NW_019777585.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01001098.1	Chromosome		NW_019777586.1	unplaced-scaffold	14672		
GCF_002901205.1		Primary Assembly	Un			PDCF01010936.1	Chromosome		NW_019777587.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010937.1	Chromosome		NW_019777588.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010938.1	Chromosome		NW_019777589.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010939.1	Chromosome		NW_019777590.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010940.1	Chromosome		NW_019777591.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010941.1	Chromosome		NW_019777592.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010942.1	Chromosome		NW_019777593.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010943.1	Chromosome		NW_019777594.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010944.1	Chromosome		NW_019777595.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01001099.1	Chromosome		NW_019777596.1	unplaced-scaffold	14664		
GCF_002901205.1		Primary Assembly	Un			PDCF01010945.1	Chromosome		NW_019777597.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010946.1	Chromosome		NW_019777598.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010947.1	Chromosome		NW_019777599.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010948.1	Chromosome		NW_019777600.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010949.1	Chromosome		NW_019777601.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010950.1	Chromosome		NW_019777602.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010951.1	Chromosome		NW_019777603.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010952.1	Chromosome		NW_019777604.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010953.1	Chromosome		NW_019777605.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010954.1	Chromosome		NW_019777606.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01001100.1	Chromosome		NW_019777607.1	unplaced-scaffold	13752		
GCF_002901205.1		Primary Assembly	Un			PDCF01010955.1	Chromosome		NW_019777608.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010956.1	Chromosome		NW_019777609.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010957.1	Chromosome		NW_019777610.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010958.1	Chromosome		NW_019777611.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010959.1	Chromosome		NW_019777612.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010960.1	Chromosome		NW_019777613.1	unplaced-scaffold	2328		
GCF_002901205.1		Primary Assembly	Un			PDCF01010961.1	Chromosome		NW_019777614.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010962.1	Chromosome		NW_019777615.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010963.1	Chromosome		NW_019777616.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010964.1	Chromosome		NW_019777617.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01001101.1	Chromosome		NW_019777618.1	unplaced-scaffold	14659		
GCF_002901205.1		Primary Assembly	Un			PDCF01010965.1	Chromosome		NW_019777619.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010966.1	Chromosome		NW_019777620.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010967.1	Chromosome		NW_019777621.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010968.1	Chromosome		NW_019777622.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010969.1	Chromosome		NW_019777623.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010970.1	Chromosome		NW_019777624.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010971.1	Chromosome		NW_019777625.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010972.1	Chromosome		NW_019777626.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010973.1	Chromosome		NW_019777627.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010974.1	Chromosome		NW_019777628.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01001102.1	Chromosome		NW_019777629.1	unplaced-scaffold	14650		
GCF_002901205.1		Primary Assembly	Un			PDCF01010975.1	Chromosome		NW_019777630.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010976.1	Chromosome		NW_019777631.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010977.1	Chromosome		NW_019777632.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010978.1	Chromosome		NW_019777633.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010979.1	Chromosome		NW_019777634.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010980.1	Chromosome		NW_019777635.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010981.1	Chromosome		NW_019777636.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010982.1	Chromosome		NW_019777637.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010983.1	Chromosome		NW_019777638.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010984.1	Chromosome		NW_019777639.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01001103.1	Chromosome		NW_019777640.1	unplaced-scaffold	12934		
GCF_002901205.1		Primary Assembly	Un			PDCF01010985.1	Chromosome		NW_019777641.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010986.1	Chromosome		NW_019777642.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010987.1	Chromosome		NW_019777643.1	unplaced-scaffold	2327		
GCF_002901205.1		Primary Assembly	Un			PDCF01010988.1	Chromosome		NW_019777644.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01010989.1	Chromosome		NW_019777645.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01010990.1	Chromosome		NW_019777646.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01010991.1	Chromosome		NW_019777647.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01010992.1	Chromosome		NW_019777648.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01010993.1	Chromosome		NW_019777649.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01010994.1	Chromosome		NW_019777650.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01001104.1	Chromosome		NW_019777651.1	unplaced-scaffold	14617		
GCF_002901205.1		Primary Assembly	Un			PDCF01010995.1	Chromosome		NW_019777652.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01010996.1	Chromosome		NW_019777653.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01010997.1	Chromosome		NW_019777654.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01010998.1	Chromosome		NW_019777655.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01010999.1	Chromosome		NW_019777656.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01011000.1	Chromosome		NW_019777657.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01011001.1	Chromosome		NW_019777658.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01011002.1	Chromosome		NW_019777659.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01011003.1	Chromosome		NW_019777660.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01011004.1	Chromosome		NW_019777661.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01001105.1	Chromosome		NW_019777662.1	unplaced-scaffold	14605		
GCF_002901205.1		Primary Assembly	Un			PDCF01011005.1	Chromosome		NW_019777663.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01011006.1	Chromosome		NW_019777664.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01011007.1	Chromosome		NW_019777665.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01011008.1	Chromosome		NW_019777666.1	unplaced-scaffold	2326		
GCF_002901205.1		Primary Assembly	Un			PDCF01011009.1	Chromosome		NW_019777667.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011010.1	Chromosome		NW_019777668.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011011.1	Chromosome		NW_019777669.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011012.1	Chromosome		NW_019777670.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011013.1	Chromosome		NW_019777671.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011014.1	Chromosome		NW_019777672.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01001106.1	Chromosome		NW_019777673.1	unplaced-scaffold	14604		
GCF_002901205.1		Primary Assembly	Un			PDCF01011015.1	Chromosome		NW_019777674.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011016.1	Chromosome		NW_019777675.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011017.1	Chromosome		NW_019777676.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011018.1	Chromosome		NW_019777677.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011019.1	Chromosome		NW_019777678.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011020.1	Chromosome		NW_019777679.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011021.1	Chromosome		NW_019777680.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011022.1	Chromosome		NW_019777681.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011023.1	Chromosome		NW_019777682.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011024.1	Chromosome		NW_019777683.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01001107.1	Chromosome		NW_019777684.1	unplaced-scaffold	13254		
GCF_002901205.1		Primary Assembly	Un			PDCF01011025.1	Chromosome		NW_019777685.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011026.1	Chromosome		NW_019777686.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011027.1	Chromosome		NW_019777687.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011028.1	Chromosome		NW_019777688.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011029.1	Chromosome		NW_019777689.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011031.1	Chromosome		NW_019777690.1	unplaced-scaffold	2325		
GCF_002901205.1		Primary Assembly	Un			PDCF01011032.1	Chromosome		NW_019777691.1	unplaced-scaffold	2324		
GCF_002901205.1		Primary Assembly	Un			PDCF01011033.1	Chromosome		NW_019777692.1	unplaced-scaffold	2324		
GCF_002901205.1		Primary Assembly	Un			PDCF01011034.1	Chromosome		NW_019777693.1	unplaced-scaffold	2324		
